property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id,value_min,value_max
Potassium (K+) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph7-unkn,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph8-unkn,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg,0,100
Potassium (K+) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg,0,100
Potassium (K) - extractable,Extr_ap14,cmol/kg,0,1000
Potassium (K) - extractable,Extr_ap15,cmol/kg,0,1000
Potassium (K) - extractable,Extr_ap20,cmol/kg,0,1000
Potassium (K) - extractable,Extr_ap21,cmol/kg,0,1000
Potassium (K) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg,0,1000
Potassium (K) - extractable,Extr_cacl2,cmol/kg,0,1000
Potassium (K) - extractable,Extr_capo4,cmol/kg,0,1000
Potassium (K) - extractable,Extr_dtpa,cmol/kg,0,1000
Potassium (K) - extractable,Extr_edta,cmol/kg,0,1000
Potassium (K) - extractable,Extr_h2so4-truog,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hcl-h2so4-nelson,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hcl-nh4f-bray1,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hcl-nh4f-bray2,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hno3,cmol/kg,0,1000
Potassium (K) - extractable,Extr_hotwater,cmol/kg,0,1000
Potassium (K) - extractable,Extr_m1,cmol/kg,0,1000
Potassium (K) - extractable,Extr_m2,cmol/kg,0,1000
Potassium (K) - extractable,Extr_m3,cmol/kg,0,1000
Potassium (K) - extractable,Extr_m3-spec,cmol/kg,0,1000
Potassium (K) - extractable,Extr_nahco3-olsen,cmol/kg,0,1000
Potassium (K) - extractable,Extr_nahco3-olsen-dabin,cmol/kg,0,1000
Potassium (K) - extractable,Extr_naoac-morgan,cmol/kg,0,1000
Potassium (K) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg,0,1000
Potassium (K) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg,0,1000
Potassium (K) - total,Total_h2so4,cmol/kg,0,1000
Potassium (K) - total,Total_hcl,cmol/kg,0,1000
Potassium (K) - total,Total_hcl-aquaregia,cmol/kg,0,1000
Potassium (K) - total,Total_hclo4,cmol/kg,0,1000
Potassium (K) - total,Total_hno3-aquafortis,cmol/kg,0,1000
Potassium (K) - total,Total_nh4-6mo7o24,cmol/kg,0,1000
Potassium (K) - total,Total_tp03,cmol/kg,0,1000
Potassium (K) - total,Total_tp04,cmol/kg,0,1000
Potassium (K) - total,Total_tp05,cmol/kg,0,1000
Potassium (K) - total,Total_tp06,cmol/kg,0,1000
Potassium (K) - total,Total_tp07,cmol/kg,0,1000
Potassium (K) - total,Total_tp08,cmol/kg,0,1000
Potassium (K) - total,Total_tp09,cmol/kg,0,1000
Potassium (K) - total,Total_tp10,cmol/kg,0,1000
Potassium (K) - total,Total_unkn,cmol/kg,0,1000
Potassium (K) - total,Total_xrd,cmol/kg,0,1000
Potassium (K) - total,Total_xrf,cmol/kg,0,1000
Potassium (K) - total,Total_xrf-p,cmol/kg,0,1000
Potassium (K) - total,Total_xtf-t,cmol/kg,0,1000
Sand texture fraction,SaSiCl_2-20-2000u,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-adj100,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-beaker,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-laser,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-disp-spec,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-fld,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp-laser,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-20-2000u-nodisp-spec,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-adj100,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-beaker,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-laser,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-disp-spec,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-fld,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp-laser,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-50-2000u-nodisp-spec,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-adj100,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-beaker,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-laser,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-disp-spec,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-fld,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp-hydrometer,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp-hydrometer-bouy,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp-laser,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp-pipette,%,0,100
Sand texture fraction,SaSiCl_2-64-2000u-nodisp-spec,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-adj100,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-beaker,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-laser,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-disp-spec,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-fld,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp-laser,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-20-2000u-nodisp-spec,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-adj100,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-beaker,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-laser,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-disp-spec,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-fld,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp-laser,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-50-2000u-nodisp-spec,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-adj100,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-beaker,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-laser,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-disp-spec,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-fld,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp-hydrometer,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp-hydrometer-bouy,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp-laser,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp-pipette,%,0,100
Silt texture fraction,SaSiCl_2-64-2000u-nodisp-spec,%,0,100
Sodium (Na+) - exchangeable,ExchBases_ph0-cohex,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph7-unkn,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph8-unkn,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg,0,100
Sodium (Na+) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg,0,100
Sodium (Na) - extractable,Extr_ap14,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_ap15,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_ap20,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_ap21,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_cacl2,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_capo4,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_dtpa,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_edta,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_h2so4-truog,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hcl-h2so4-nelson,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hcl-nh4f-bray1,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hcl-nh4f-bray2,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hno3,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_hotwater,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_m1,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_m2,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_m3,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_m3-spec,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_nahco3-olsen,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_nahco3-olsen-dabin,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_naoac-morgan,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg,0,1000
Sodium (Na) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg,0,1000
Sodium (Na) - total,Total_h2so4,cmol/kg,0,1000
Sodium (Na) - total,Total_hcl,cmol/kg,0,1000
Sodium (Na) - total,Total_hcl-aquaregia,cmol/kg,0,1000
Sodium (Na) - total,Total_hclo4,cmol/kg,0,1000
Sodium (Na) - total,Total_hno3-aquafortis,cmol/kg,0,1000
Sodium (Na) - total,Total_nh4-6mo7o24,cmol/kg,0,1000
Sodium (Na) - total,Total_tp03,cmol/kg,0,1000
Sodium (Na) - total,Total_tp04,cmol/kg,0,1000
Sodium (Na) - total,Total_tp05,cmol/kg,0,1000
Sodium (Na) - total,Total_tp06,cmol/kg,0,1000
Sodium (Na) - total,Total_tp07,cmol/kg,0,1000
Sodium (Na) - total,Total_tp08,cmol/kg,0,1000
Sodium (Na) - total,Total_tp09,cmol/kg,0,1000
Sodium (Na) - total,Total_tp10,cmol/kg,0,1000
Sodium (Na) - total,Total_unkn,cmol/kg,0,1000
Sodium (Na) - total,Total_xrd,cmol/kg,0,1000
Sodium (Na) - total,Total_xrf,cmol/kg,0,1000
Sodium (Na) - total,Total_xrf-p,cmol/kg,0,1000
Sodium (Na) - total,Total_xtf-t,cmol/kg,0,1000
solubleSaltsProperty,SlbAn_calcul-unkn,cmol/L,0,1000
solubleSaltsProperty,SlbCat_calcul-unkn,cmol/L,0,1000
Sulfur (S) - extractable,Extr_ap14,%,0,100
Sulfur (S) - extractable,Extr_ap15,%,0,100
Sulfur (S) - extractable,Extr_ap20,%,0,100
Sulfur (S) - extractable,Extr_ap21,%,0,100
Sulfur (S) - extractable,Extr_c6h8o7-reeuwijk,%,0,100
Sulfur (S) - extractable,Extr_cacl2,%,0,100
Sulfur (S) - extractable,Extr_capo4,%,0,100
Sulfur (S) - extractable,Extr_dtpa,%,0,100
Sulfur (S) - extractable,Extr_edta,%,0,100
Sulfur (S) - extractable,Extr_h2so4-truog,%,0,100
Sulfur (S) - extractable,Extr_hcl-h2so4-nelson,%,0,100
Sulfur (S) - extractable,Extr_hcl-nh4f-bray1,%,0,100
Sulfur (S) - extractable,Extr_hcl-nh4f-bray2,%,0,100
Sulfur (S) - extractable,Extr_hcl-nh4f-kurtz-bray,%,0,100
Sulfur (S) - extractable,Extr_hno3,%,0,100
Sulfur (S) - extractable,Extr_hotwater,%,0,100
Sulfur (S) - extractable,Extr_m1,%,0,100
Sulfur (S) - extractable,Extr_m2,%,0,100
Sulfur (S) - extractable,Extr_m3,%,0,100
Sulfur (S) - extractable,Extr_m3-spec,%,0,100
Sulfur (S) - extractable,Extr_nahco3-olsen,%,0,100
Sulfur (S) - extractable,Extr_nahco3-olsen-dabin,%,0,100
Sulfur (S) - extractable,Extr_naoac-morgan,%,0,100
Sulfur (S) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%,0,100
Sulfur (S) - extractable,Extr_nh4-co3-2-ambic1,%,0,100
Sulfur (S) - total,Total_h2so4,%,0,100
Sulfur (S) - total,Total_hcl,%,0,100
Sulfur (S) - total,Total_hcl-aquaregia,%,0,100
Sulfur (S) - total,Total_hclo4,%,0,100
Sulfur (S) - total,Total_hno3-aquafortis,%,0,100
Sulfur (S) - total,Total_nh4-6mo7o24,%,0,100
Sulfur (S) - total,Total_tp03,%,0,100
Sulfur (S) - total,Total_tp04,%,0,100
Sulfur (S) - total,Total_tp05,%,0,100
Sulfur (S) - total,Total_tp06,%,0,100
Sulfur (S) - total,Total_tp07,%,0,100
Sulfur (S) - total,Total_tp08,%,0,100
Sulfur (S) - total,Total_tp09,%,0,100
Sulfur (S) - total,Total_tp10,%,0,100
Sulfur (S) - total,Total_unkn,%,0,100
Sulfur (S) - total,Total_xrd,%,0,100
Sulfur (S) - total,Total_xrf,%,0,100
Sulfur (S) - total,Total_xrf-p,%,0,100
Sulfur (S) - total,Total_xtf-t,%,0,100
totalCarbonateEquivalentProperty,CaCO3_acid-ch3cooh-dc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-ch3cooh-nodc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-ch3cooh-unkn,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-dc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h2so4-dc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h2so4-nodc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h2so4-unkn,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h3po4-dc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h3po4-nodc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-h3po4-unkn,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-hcl-dc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-hcl-nodc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-hcl-unkn,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-nodc,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_acid-unkn,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca01,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca02,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca03,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca04,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca05,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca06,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca07,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca08,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca09,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca10,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca11,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_ca12,g/kg,0,1000
totalCarbonateEquivalentProperty,CaCO3_calcul-tc-oc,g/kg,0,1000
zincProperty,Total_h2so4,%,0,100
zincProperty,Total_hcl,%,0,100
zincProperty,Total_hcl-aquaregia,%,0,100
zincProperty,Total_hclo4,%,0,100
zincProperty,Total_hno3-aquafortis,%,0,100
zincProperty,Total_nh4-6mo7o24,%,0,100
zincProperty,Total_tp03,%,0,100
zincProperty,Total_tp04,%,0,100
zincProperty,Total_tp05,%,0,100
zincProperty,Total_tp06,%,0,100
zincProperty,Total_tp07,%,0,100
zincProperty,Total_tp08,%,0,100
zincProperty,Total_tp09,%,0,100
zincProperty,Total_tp10,%,0,100
zincProperty,Total_unkn,%,0,100
zincProperty,Total_xrd,%,0,100
zincProperty,Total_xrf,%,0,100
zincProperty,Total_xrf-p,%,0,100
zincProperty,Total_xtf-t,%,0,100
Zinc (Zn) - extractable,Extr_ap14,%,0,100
Zinc (Zn) - extractable,Extr_ap15,%,0,100
Zinc (Zn) - extractable,Extr_ap20,%,0,100
Zinc (Zn) - extractable,Extr_ap21,%,0,100
Zinc (Zn) - extractable,Extr_c6h8o7-reeuwijk,%,0,100
Zinc (Zn) - extractable,Extr_cacl2,%,0,100
Zinc (Zn) - extractable,Extr_capo4,%,0,100
Zinc (Zn) - extractable,Extr_dtpa,%,0,100
Zinc (Zn) - extractable,Extr_edta,%,0,100
Zinc (Zn) - extractable,Extr_h2so4-truog,%,0,100
Zinc (Zn) - extractable,Extr_hcl-h2so4-nelson,%,0,100
Zinc (Zn) - extractable,Extr_hcl-nh4f-bray1,%,0,100
Zinc (Zn) - extractable,Extr_hcl-nh4f-bray2,%,0,100
Zinc (Zn) - extractable,Extr_hcl-nh4f-kurtz-bray,%,0,100
Zinc (Zn) - extractable,Extr_hno3,%,0,100
Zinc (Zn) - extractable,Extr_hotwater,%,0,100
Zinc (Zn) - extractable,Extr_m1,%,0,100
Zinc (Zn) - extractable,Extr_m2,%,0,100
Zinc (Zn) - extractable,Extr_m3,%,0,100
Zinc (Zn) - extractable,Extr_m3-spec,%,0,100
Zinc (Zn) - extractable,Extr_nahco3-olsen,%,0,100
Zinc (Zn) - extractable,Extr_nahco3-olsen-dabin,%,0,100
Zinc (Zn) - extractable,Extr_naoac-morgan,%,0,100
Zinc (Zn) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,%,0,100
Zinc (Zn) - extractable,Extr_nh4-co3-2-ambic1,%,0,100
